"eth","age","sex","time","zip","cases","tests"
"White or Caucasian","65-74",1,"20/2020","46350",0,1
"White or Caucasian","65-74",1,"20/2020","46368",0,3
"White or Caucasian","65-74",1,"20/2020","46375",0,2
"White or Caucasian","65-74",1,"20/2020","46383",0,1
"White or Caucasian","65-74",1,"20/2020","46385",0,1
"White or Caucasian","65-74",1,"20/2020","46393",0,1
"White or Caucasian","65-74",1,"20/2020","46405",0,1
"White or Caucasian","65-74",1,"20/2020","46406",0,1
"White or Caucasian","65-74",1,"20/2020","46408",0,2
"White or Caucasian","65-74",1,"20/2020","60438",0,1
"White or Caucasian","65-74",1,"20/2021","46075",0,1
"White or Caucasian","65-74",1,"20/2021","46303",0,4
"White or Caucasian","65-74",1,"20/2021","46307",0,14
"White or Caucasian","65-74",1,"20/2021","46310",0,1
"White or Caucasian","65-74",1,"20/2021","46311",0,5
"White or Caucasian","65-74",1,"20/2021","46312",0,2
"White or Caucasian","65-74",1,"20/2021","46319",0,2
"White or Caucasian","65-74",1,"20/2021","46320",0,2
