"eth","age","sex","time","zip","cases","tests"
"Black or African American","65-74",0,"38/2020","46409",0,3
"Black or African American","65-74",0,"38/2020","46410",0,3
"Black or African American","65-74",0,"38/2021","46312",0,2
"Black or African American","65-74",0,"38/2021","46320",0,1
"Black or African American","65-74",0,"38/2021","46368",0,1
"Black or African American","65-74",0,"38/2021","46402",0,1
"Black or African American","65-74",0,"38/2021","46403",0,1
"Black or African American","65-74",0,"38/2021","46404",0,1
"Black or African American","65-74",0,"38/2021","46410",0,2
"Black or African American","65-74",0,"38/2021","60411",0,1
"Black or African American","65-74",0,"39/2020","46320",0,2
"Black or African American","65-74",0,"39/2020","46385",0,1
"Black or African American","65-74",0,"39/2020","46401",0,1
"Black or African American","65-74",0,"39/2020","46403",0,1
"Black or African American","65-74",0,"39/2020","46404",0,2
"Black or African American","65-74",0,"39/2020","46410",0,2
"Black or African American","65-74",0,"39/2021","46312",0,3
"Black or African American","65-74",0,"39/2021","46410",0,2
"Black or African American","65-74",0,"39/2021","60419",0,1
"Black or African American","65-74",0,"4/2021","46311",0,1
"Black or African American","65-74",0,"4/2021","46312",0,4
"Black or African American","65-74",0,"4/2021","46320",0,1
"Black or African American","65-74",0,"4/2021","46404",0,2
"Black or African American","65-74",0,"4/2021","46407",0,2
"Black or African American","65-74",0,"4/2021","46410",0,2
"Black or African American","65-74",0,"4/2021","60411",0,1
"Black or African American","65-74",0,"4/2021","60423",0,1
"Black or African American","65-74",0,"4/2022","46307",0,1
"Black or African American","65-74",0,"4/2022","46312",0,1
"Black or African American","65-74",0,"4/2022","46320",0,2
"Black or African American","65-74",0,"4/2022","46324",0,1
"Black or African American","65-74",0,"4/2022","46342",0,1
"Black or African American","65-74",0,"4/2022","46368",0,1
"Black or African American","65-74",0,"4/2022","46402",0,1
"Black or African American","65-74",0,"4/2022","46403",0,2
"Black or African American","65-74",0,"4/2022","46404",0,2
"Black or African American","65-74",0,"4/2022","46405",0,1
"Black or African American","65-74",0,"4/2022","46406",0,1
"Black or African American","65-74",0,"4/2022","46410",0,2
"Black or African American","65-74",0,"4/2022","60417",0,1
"Black or African American","65-74",0,"4/2022","60425",0,1
"Black or African American","65-74",0,"4/2022","60473",0,1
"Black or African American","65-74",0,"40/2020","46307",0,1
"Black or African American","65-74",0,"40/2020","46312",0,1
"Black or African American","65-74",0,"40/2020","46320",0,1
"Black or African American","65-74",0,"40/2020","46321",0,1
"Black or African American","65-74",0,"40/2020","46324",1,2
"Black or African American","65-74",0,"40/2020","46368",0,1
"Black or African American","65-74",0,"40/2020","46403",0,1
"Black or African American","65-74",0,"40/2020","46407",0,2
"Black or African American","65-74",0,"40/2020","46409",0,1
"Black or African American","65-74",0,"40/2020","46410",0,1
"Black or African American","65-74",0,"40/2020","60417",0,1
"Black or African American","65-74",0,"40/2020","60473",0,1
"Black or African American","65-74",0,"40/2021","46307",0,1
"Black or African American","65-74",0,"40/2021","46312",0,1
"Black or African American","65-74",0,"40/2021","46403",0,1
"Black or African American","65-74",0,"40/2021","46409",0,1
"Black or African American","65-74",0,"40/2021","60409",0,1
"Black or African American","65-74",0,"41/2020","46312",0,1
"Black or African American","65-74",0,"41/2020","46320",0,3
"Black or African American","65-74",0,"41/2020","46394",0,1
"Black or African American","65-74",0,"41/2020","46403",0,2
"Black or African American","65-74",0,"41/2020","46404",0,2
"Black or African American","65-74",0,"41/2020","46406",0,1
"Black or African American","65-74",0,"41/2020","46410",0,1
"Black or African American","65-74",0,"41/2020","60438",0,1
"Black or African American","65-74",0,"41/2021","46312",0,3
"Black or African American","65-74",0,"41/2021","46320",0,1
"Black or African American","65-74",0,"41/2021","46324",0,1
"Black or African American","65-74",0,"41/2021","46410",0,2
"Black or African American","65-74",0,"41/2021","60411",0,1
"Black or African American","65-74",0,"41/2021","60438",0,1
"Black or African American","65-74",0,"42/2020","46312",0,1
"Black or African American","65-74",0,"42/2020","46320",0,1
"Black or African American","65-74",0,"42/2020","46407",0,1
"Black or African American","65-74",0,"42/2020","46408",0,1
"Black or African American","65-74",0,"42/2020","46410",0,1
"Black or African American","65-74",0,"42/2021","46307",0,1
"Black or African American","65-74",0,"42/2021","46368",0,1
"Black or African American","65-74",0,"42/2021","46403",0,1
"Black or African American","65-74",0,"42/2021","46404",0,1
"Black or African American","65-74",0,"43/2020","46320",0,1
"Black or African American","65-74",0,"43/2020","46342",0,1
"Black or African American","65-74",0,"43/2020","46403",0,5
"Black or African American","65-74",0,"43/2020","46404",0,1
"Black or African American","65-74",0,"43/2020","46408",0,1
"Black or African American","65-74",0,"43/2020","46410",0,1
"Black or African American","65-74",0,"43/2021","46406",0,1
"Black or African American","65-74",0,"44/2020","46312",0,1
"Black or African American","65-74",0,"44/2020","46319",0,1
"Black or African American","65-74",0,"44/2020","46323",0,1
"Black or African American","65-74",0,"44/2020","46327",0,1
"Black or African American","65-74",0,"44/2020","46368",0,1
"Black or African American","65-74",0,"44/2020","46385",0,1
"Black or African American","65-74",0,"44/2020","46401",0,1
"Black or African American","65-74",0,"44/2020","46403",0,1
"Black or African American","65-74",0,"44/2020","46404",0,1
"Black or African American","65-74",0,"44/2020","46410",0,1
"Black or African American","65-74",0,"44/2020","60411",0,1
"Black or African American","65-74",0,"44/2020","60438",0,1
"Black or African American","65-74",0,"44/2020","60473",0,1
"Black or African American","65-74",0,"44/2021","46322",0,1
"Black or African American","65-74",0,"44/2021","46410",0,1
"Black or African American","65-74",0,"45/2020","46307",0,1
"Black or African American","65-74",0,"45/2020","46312",0,3
"Black or African American","65-74",0,"45/2020","46342",0,1
"Black or African American","65-74",0,"45/2020","46368",0,1
"Black or African American","65-74",0,"45/2020","46385",0,1
"Black or African American","65-74",0,"45/2020","46403",0,1
"Black or African American","65-74",0,"45/2020","46404",0,1
"Black or African American","65-74",0,"45/2020","46409",0,1
"Black or African American","65-74",0,"45/2020","60411",0,1
"Black or African American","65-74",0,"45/2021","46312",0,2
"Black or African American","65-74",0,"45/2021","46320",0,1
"Black or African American","65-74",0,"45/2021","46324",0,1
"Black or African American","65-74",0,"45/2021","46360",0,1
"Black or African American","65-74",0,"45/2021","46404",1,1
"Black or African American","65-74",0,"45/2021","46408",0,1
"Black or African American","65-74",0,"45/2021","60620",0,1
"Black or African American","65-74",0,"46/2020","46320",0,4
"Black or African American","65-74",0,"46/2020","46342",0,1
"Black or African American","65-74",0,"46/2020","46360",0,1
"Black or African American","65-74",0,"46/2020","46394",0,1
"Black or African American","65-74",0,"46/2020","46404",0,2
"Black or African American","65-74",0,"46/2020","46408",0,1
"Black or African American","65-74",0,"46/2020","46409",0,1
"Black or African American","65-74",0,"46/2020","46410",0,1
"Black or African American","65-74",0,"46/2021","46312",1,2
"Black or African American","65-74",0,"46/2021","46324",0,1
"Black or African American","65-74",0,"47/2020","46307",0,1
"Black or African American","65-74",0,"47/2020","46312",0,2
"Black or African American","65-74",0,"47/2020","46375",0,1
"Black or African American","65-74",0,"47/2020","46407",0,1
"Black or African American","65-74",0,"47/2020","46410",0,3
"Black or African American","65-74",0,"47/2020","60411",0,1
"Black or African American","65-74",0,"47/2021","46323",0,1
"Black or African American","65-74",0,"47/2021","46342",0,1
"Black or African American","65-74",0,"47/2021","46394",0,1
"Black or African American","65-74",0,"47/2021","46403",0,1
"Black or African American","65-74",0,"47/2021","46407",0,1
"Black or African American","65-74",0,"47/2021","46409",0,1
"Black or African American","65-74",0,"47/2021","60443",0,1
"Black or African American","65-74",0,"48/2020","46312",0,1
"Black or African American","65-74",0,"48/2020","46320",0,1
"Black or African American","65-74",0,"48/2020","46403",0,1
"Black or African American","65-74",0,"48/2020","46404",0,1
"Black or African American","65-74",0,"48/2020","46407",0,1
"Black or African American","65-74",0,"48/2020","60409",0,1
"Black or African American","65-74",0,"48/2020","60419",0,1
"Black or African American","65-74",0,"48/2021","46312",0,1
"Black or African American","65-74",0,"48/2021","46323",0,1
"Black or African American","65-74",0,"48/2021","46410",0,1
"Black or African American","65-74",0,"48/2021","60473",0,1
"Black or African American","65-74",0,"49/2020","46312",0,1
"Black or African American","65-74",0,"49/2020","46342",0,1
"Black or African American","65-74",0,"49/2020","46404",0,2
"Black or African American","65-74",0,"49/2020","46407",0,1
"Black or African American","65-74",0,"49/2020","60417",0,1
"Black or African American","65-74",0,"49/2021","46312",0,1
"Black or African American","65-74",0,"49/2021","46319",0,1
"Black or African American","65-74",0,"49/2021","46320",0,1
"Black or African American","65-74",0,"49/2021","46394",0,1
"Black or African American","65-74",0,"49/2021","46402",0,2
"Black or African American","65-74",0,"49/2021","46404",0,2
"Black or African American","65-74",0,"49/2021","46408",0,2
"Black or African American","65-74",0,"49/2021","46409",0,1
"Black or African American","65-74",0,"49/2021","46410",0,3
"Black or African American","65-74",0,"5/2021","46312",0,1
"Black or African American","65-74",0,"5/2021","46320",0,1
"Black or African American","65-74",0,"5/2021","46321",0,1
"Black or African American","65-74",0,"5/2021","46402",0,2
"Black or African American","65-74",0,"5/2021","46406",0,1
"Black or African American","65-74",0,"5/2021","46409",0,1
"Black or African American","65-74",0,"5/2021","46410",0,4
"Black or African American","65-74",0,"5/2021","60411",0,2
"Black or African American","65-74",0,"5/2021","60417",0,1
"Black or African American","65-74",0,"5/2021","60419",0,1
"Black or African American","65-74",0,"5/2021","60422",0,1
"Black or African American","65-74",0,"5/2022","46312",0,2
"Black or African American","65-74",0,"5/2022","46404",0,1
"Black or African American","65-74",0,"5/2022","46408",0,1
"Black or African American","65-74",0,"5/2022","46409",0,1
"Black or African American","65-74",0,"5/2022","46410",0,3
"Black or African American","65-74",0,"5/2022","60409",0,1
"Black or African American","65-74",0,"50/2020","46312",0,1
"Black or African American","65-74",0,"50/2020","46320",0,1
"Black or African American","65-74",0,"50/2020","46342",0,1
"Black or African American","65-74",0,"50/2020","46368",0,1
"Black or African American","65-74",0,"50/2020","46394",0,1
"Black or African American","65-74",0,"50/2020","46404",0,2
"Black or African American","65-74",0,"50/2020","46408",0,1
"Black or African American","65-74",0,"50/2020","46410",0,5
"Black or African American","65-74",0,"50/2020","60473",0,1
"Black or African American","65-74",0,"50/2021","46307",0,1
"Black or African American","65-74",0,"50/2021","46312",0,1
"Black or African American","65-74",0,"50/2021","46320",0,1
"Black or African American","65-74",0,"50/2021","46324",0,1
"Black or African American","65-74",0,"50/2021","46350",0,1
"Black or African American","65-74",0,"50/2021","46403",0,1
"Black or African American","65-74",0,"50/2021","46404",0,1
"Black or African American","65-74",0,"50/2021","46410",0,1
"Black or African American","65-74",0,"51/2020","46307",0,1
"Black or African American","65-74",0,"51/2020","46312",0,2
"Black or African American","65-74",0,"51/2020","46320",0,1
"Black or African American","65-74",0,"51/2020","46360",0,1
"Black or African American","65-74",0,"51/2020","46403",0,2
"Black or African American","65-74",0,"51/2020","46407",0,2
"Black or African American","65-74",0,"51/2020","46410",0,2
"Black or African American","65-74",0,"51/2020","60430",0,1
"Black or African American","65-74",0,"51/2021","46312",0,1
"Black or African American","65-74",0,"51/2021","46320",0,1
"Black or African American","65-74",0,"51/2021","46323",0,1
"Black or African American","65-74",0,"51/2021","46324",0,2
"Black or African American","65-74",0,"51/2021","46383",0,1
"Black or African American","65-74",0,"51/2021","46404",0,1
"Black or African American","65-74",0,"51/2021","46407",0,1
"Black or African American","65-74",0,"51/2021","46408",0,2
"Black or African American","65-74",0,"51/2021","46410",0,3
"Black or African American","65-74",0,"51/2021","60435",0,1
"Black or African American","65-74",0,"51/2021","60473",1,1
"Black or African American","65-74",0,"51/2021","60615",0,1
"Black or African American","65-74",0,"52/2020","46383",0,1
"Black or African American","65-74",0,"52/2020","46403",0,1
"Black or African American","65-74",0,"52/2021","46307",0,1
"Black or African American","65-74",0,"52/2021","46312",0,1
"Black or African American","65-74",0,"52/2021","46323",0,1
"Black or African American","65-74",0,"52/2021","46402",0,1
"Black or African American","65-74",0,"52/2021","46403",0,1
"Black or African American","65-74",0,"52/2021","46408",0,1
"Black or African American","65-74",0,"52/2021","46410",0,1
"Black or African American","65-74",0,"53/2020","46312",0,1
"Black or African American","65-74",0,"53/2020","46408",0,1
"Black or African American","65-74",0,"53/2021","46312",0,1
"Black or African American","65-74",0,"53/2021","46356",0,1
"Black or African American","65-74",0,"53/2021","46404",0,1
"Black or African American","65-74",0,"53/2021","46406",0,1
"Black or African American","65-74",0,"53/2021","46410",0,1
"Black or African American","65-74",0,"53/2021","60438",0,1
"Black or African American","65-74",0,"6/2021","46311",0,1
"Black or African American","65-74",0,"6/2021","46312",0,1
"Black or African American","65-74",0,"6/2021","46321",0,1
"Black or African American","65-74",0,"6/2021","46327",0,1
"Black or African American","65-74",0,"6/2021","46368",0,1
"Black or African American","65-74",0,"6/2021","46402",0,1
"Black or African American","65-74",0,"6/2021","46403",0,1
"Black or African American","65-74",0,"6/2021","46404",0,1
"Black or African American","65-74",0,"6/2021","46410",0,1
"Black or African American","65-74",0,"6/2021","60633",0,1
"Black or African American","65-74",0,"6/2022","46312",0,1
"Black or African American","65-74",0,"6/2022","46320",0,1
"Black or African American","65-74",0,"6/2022","46375",0,1
"Black or African American","65-74",0,"6/2022","46403",0,1
"Black or African American","65-74",0,"6/2022","46404",0,2
"Black or African American","65-74",0,"6/2022","46406",0,1
"Black or African American","65-74",0,"6/2022","46407",0,1
"Black or African American","65-74",0,"6/2022","46409",1,1
"Black or African American","65-74",0,"6/2022","46410",0,1
"Black or African American","65-74",0,"6/2022","60409",0,2
"Black or African American","65-74",0,"7/2021","46320",0,1
"Black or African American","65-74",0,"7/2021","46323",0,1
"Black or African American","65-74",0,"7/2021","46324",0,1
"Black or African American","65-74",0,"7/2021","46375",0,1
"Black or African American","65-74",0,"7/2021","46394",0,1
"Black or African American","65-74",0,"7/2021","46404",0,2
"Black or African American","65-74",0,"7/2021","46407",0,1
"Black or African American","65-74",0,"7/2021","46408",0,1
"Black or African American","65-74",0,"7/2021","60628",0,1
"Black or African American","65-74",0,"7/2022","46312",0,3
"Black or African American","65-74",0,"7/2022","46323",0,1
"Black or African American","65-74",0,"7/2022","46324",0,1
"Black or African American","65-74",0,"7/2022","46360",0,1
"Black or African American","65-74",0,"7/2022","46368",0,1
"Black or African American","65-74",0,"7/2022","46375",0,1
"Black or African American","65-74",0,"7/2022","46403",0,3
"Black or African American","65-74",0,"7/2022","46408",0,1
"Black or African American","65-74",0,"7/2022","46410",0,4
"Black or African American","65-74",0,"7/2022","60438",0,1
"Black or African American","65-74",0,"8/2021","46307",0,1
"Black or African American","65-74",0,"8/2021","46375",0,1
"Black or African American","65-74",0,"8/2021","46407",0,1
"Black or African American","65-74",0,"8/2021","46409",0,1
"Black or African American","65-74",0,"8/2021","46410",0,1
"Black or African American","65-74",0,"8/2021","60411",0,2
"Black or African American","65-74",0,"8/2021","60419",0,1
"Black or African American","65-74",0,"8/2022","46312",0,3
"Black or African American","65-74",0,"8/2022","46373",0,1
"Black or African American","65-74",0,"8/2022","46394",0,1
"Black or African American","65-74",0,"8/2022","46402",0,1
"Black or African American","65-74",0,"8/2022","46404",0,4
"Black or African American","65-74",0,"8/2022","46406",0,1
"Black or African American","65-74",0,"8/2022","46408",0,1
"Black or African American","65-74",0,"8/2022","46409",0,1
"Black or African American","65-74",0,"8/2022","46410",0,1
"Black or African American","65-74",0,"8/2022","60411",0,2
"Black or African American","65-74",0,"9/2021","46307",0,1
"Black or African American","65-74",0,"9/2021","46312",0,1
"Black or African American","65-74",0,"9/2021","46320",0,1
"Black or African American","65-74",0,"9/2021","46323",0,2
"Black or African American","65-74",0,"9/2021","46360",0,1
"Black or African American","65-74",0,"9/2021","46375",0,1
"Black or African American","65-74",0,"9/2021","46402",0,2
"Black or African American","65-74",0,"9/2021","46403",0,2
"Black or African American","65-74",0,"9/2021","46404",0,2
"Black or African American","65-74",0,"9/2021","46405",0,1
"Black or African American","65-74",0,"9/2021","46406",0,1
"Black or African American","65-74",0,"9/2021","46407",0,1
"Black or African American","65-74",0,"9/2021","46408",0,1
"Black or African American","65-74",0,"9/2021","46410",0,4
"Black or African American","65-74",0,"9/2021","60411",0,1
"Black or African American","65-74",0,"9/2021","60417",0,1
"Black or African American","65-74",0,"9/2021","60425",0,1
"Black or African American","65-74",0,"9/2022","46307",0,1
"Black or African American","65-74",0,"9/2022","46312",0,4
"Black or African American","65-74",0,"9/2022","46320",0,2
"Black or African American","65-74",0,"9/2022","46323",0,1
"Black or African American","65-74",0,"9/2022","46324",0,2
"Black or African American","65-74",0,"9/2022","46402",0,2
"Black or African American","65-74",0,"9/2022","46403",0,1
"Black or African American","65-74",0,"9/2022","46404",0,2
"Black or African American","65-74",0,"9/2022","46406",0,1
"Black or African American","65-74",0,"9/2022","46410",0,2
"Black or African American","75+",1,"1/2021","46312",0,2
"Black or African American","75+",1,"1/2021","46342",0,1
"Black or African American","75+",1,"1/2021","46368",0,1
"Black or African American","75+",1,"1/2021","46403",0,1
"Black or African American","75+",1,"1/2021","46406",0,2
"Black or African American","75+",1,"1/2021","60628",0,1
"Black or African American","75+",1,"1/2022","46402",0,1
"Black or African American","75+",1,"1/2022","46404",0,1
"Black or African American","75+",1,"10/2021","46401",0,1
"Black or African American","75+",1,"10/2021","46402",0,1
"Black or African American","75+",1,"10/2021","46406",0,1
"Black or African American","75+",1,"10/2021","46408",0,1
"Black or African American","75+",1,"10/2021","46409",0,1
"Black or African American","75+",1,"10/2021","60409",0,2
"Black or African American","75+",1,"10/2021","60411",0,1
"Black or African American","75+",1,"10/2022","46312",0,2
"Black or African American","75+",1,"10/2022","46320",0,1
"Black or African American","75+",1,"10/2022","46368",0,1
"Black or African American","75+",1,"10/2022","46403",0,1
"Black or African American","75+",1,"10/2022","46410",0,1
"Black or African American","75+",1,"10/2022","60409",0,3
"Black or African American","75+",1,"10/2022","60411",0,1
"Black or African American","75+",1,"10/2022","60425",0,1
"Black or African American","75+",1,"10/2022","60473",0,1
"Black or African American","75+",1,"11/2021","46312",0,1
"Black or African American","75+",1,"11/2021","46322",0,2
"Black or African American","75+",1,"11/2021","46324",0,1
"Black or African American","75+",1,"11/2021","46373",0,1
"Black or African American","75+",1,"11/2021","46404",0,4
"Black or African American","75+",1,"11/2021","46406",0,1
"Black or African American","75+",1,"11/2021","46407",0,2
"Black or African American","75+",1,"11/2021","46409",0,1
"Black or African American","75+",1,"11/2021","60409",0,1
"Black or African American","75+",1,"11/2022","46307",0,1
"Black or African American","75+",1,"11/2022","46312",0,1
"Black or African American","75+",1,"11/2022","46320",0,1
"Black or African American","75+",1,"11/2022","46404",0,1
"Black or African American","75+",1,"11/2022","46408",0,1
"Black or African American","75+",1,"11/2022","46410",0,2
"Black or African American","75+",1,"12/2021","46312",0,1
"Black or African American","75+",1,"12/2021","46324",0,1
"Black or African American","75+",1,"12/2021","46342",0,1
"Black or African American","75+",1,"12/2021","46402",0,1
"Black or African American","75+",1,"12/2021","46403",0,1
"Black or African American","75+",1,"12/2021","46404",0,1
"Black or African American","75+",1,"12/2021","46406",0,1
"Black or African American","75+",1,"12/2021","46410",0,1
"Black or African American","75+",1,"12/2021","60417",0,1
"Black or African American","75+",1,"12/2022","46385",0,1
"Black or African American","75+",1,"12/2022","46404",0,1
"Black or African American","75+",1,"12/2022","46410",0,1
"Black or African American","75+",1,"13/2021","46320",0,1
"Black or African American","75+",1,"13/2021","46403",0,3
"Black or African American","75+",1,"13/2021","46404",0,1
"Black or African American","75+",1,"13/2021","46406",0,1
"Black or African American","75+",1,"13/2021","46407",0,1
"Black or African American","75+",1,"13/2021","46410",0,1
"Black or African American","75+",1,"13/2021","60411",0,1
"Black or African American","75+",1,"13/2021","60438",0,2
"Black or African American","75+",1,"13/2022","46404",0,1
"Black or African American","75+",1,"14/2021","46307",0,1
"Black or African American","75+",1,"14/2021","46320",0,1
"Black or African American","75+",1,"14/2021","46322",0,1
"Black or African American","75+",1,"14/2021","46323",0,1
"Black or African American","75+",1,"14/2021","46342",0,1
"Black or African American","75+",1,"14/2021","46403",0,1
"Black or African American","75+",1,"14/2021","46404",0,2
"Black or African American","75+",1,"14/2021","46407",0,1
"Black or African American","75+",1,"14/2021","46408",0,1
"Black or African American","75+",1,"14/2021","46410",0,2
"Black or African American","75+",1,"14/2021","60419",0,1
"Black or African American","75+",1,"14/2021","60438",0,1
"Black or African American","75+",1,"14/2022","46312",1,1
"Black or African American","75+",1,"14/2022","46320",0,1
"Black or African American","75+",1,"14/2022","46321",0,1
"Black or African American","75+",1,"14/2022","46404",0,1
"Black or African American","75+",1,"14/2022","46407",0,1
"Black or African American","75+",1,"14/2022","60409",0,1
"Black or African American","75+",1,"14/2022","60438",0,1
"Black or African American","75+",1,"15/2021","46312",0,2
"Black or African American","75+",1,"15/2021","46320",0,2
"Black or African American","75+",1,"15/2021","46323",0,1
"Black or African American","75+",1,"15/2021","46324",0,1
"Black or African American","75+",1,"15/2021","46342",0,1
"Black or African American","75+",1,"15/2021","46368",0,1
"Black or African American","75+",1,"15/2021","46375",0,1
"Black or African American","75+",1,"15/2021","46402",0,1
"Black or African American","75+",1,"15/2021","46403",0,2
"Black or African American","75+",1,"15/2021","46410",0,1
"Black or African American","75+",1,"15/2021","60438",0,1
"Black or African American","75+",1,"15/2022","46322",0,1
"Black or African American","75+",1,"15/2022","46404",0,1
"Black or African American","75+",1,"15/2022","46406",0,1
"Black or African American","75+",1,"15/2022","46410",0,1
"Black or African American","75+",1,"16/2021","46312",0,2
"Black or African American","75+",1,"16/2021","46319",0,1
"Black or African American","75+",1,"16/2021","46320",0,1
"Black or African American","75+",1,"16/2021","46324",0,1
"Black or African American","75+",1,"16/2021","46403",0,1
"Black or African American","75+",1,"16/2021","46404",0,1
"Black or African American","75+",1,"16/2021","46406",0,1
"Black or African American","75+",1,"16/2021","46407",0,1
"Black or African American","75+",1,"16/2021","46408",0,1
"Black or African American","75+",1,"16/2021","46410",0,1
"Black or African American","75+",1,"16/2021","60401",0,1
"Black or African American","75+",1,"16/2021","60409",0,1
"Black or African American","75+",1,"16/2022","46320",0,1
"Black or African American","75+",1,"16/2022","46360",0,1
"Black or African American","75+",1,"16/2022","46383",0,1
"Black or African American","75+",1,"16/2022","46404",0,2
"Black or African American","75+",1,"17/2021","46312",0,1
"Black or African American","75+",1,"17/2021","46320",0,2
"Black or African American","75+",1,"17/2021","46368",0,1
"Black or African American","75+",1,"17/2021","46373",0,1
"Black or African American","75+",1,"17/2021","46375",0,1
"Black or African American","75+",1,"17/2021","46401",0,1
"Black or African American","75+",1,"17/2021","46404",0,2
"Black or African American","75+",1,"17/2021","46407",0,2
"Black or African American","75+",1,"17/2021","46409",0,1
"Black or African American","75+",1,"17/2021","46410",0,3
"Black or African American","75+",1,"17/2021","60409",0,1
"Black or African American","75+",1,"17/2021","60438",0,1
"Black or African American","75+",1,"17/2022","46404",0,1
"Black or African American","75+",1,"17/2022","46407",0,1
"Black or African American","75+",1,"18/2021","46312",0,1
"Black or African American","75+",1,"18/2021","46320",0,3
"Black or African American","75+",1,"18/2021","46322",0,1
"Black or African American","75+",1,"18/2021","46402",0,2
"Black or African American","75+",1,"18/2021","46407",0,1
"Black or African American","75+",1,"18/2021","46409",0,1
"Black or African American","75+",1,"18/2021","46410",0,2
"Black or African American","75+",1,"18/2022","60409",0,1
"Black or African American","75+",1,"19/2021","46402",0,1
"Black or African American","75+",1,"19/2021","46404",0,1
"Black or African American","75+",1,"19/2021","46407",0,1
"Black or African American","75+",1,"19/2021","46409",0,1
"Black or African American","75+",1,"19/2021","60409",0,1
"Black or African American","75+",1,"19/2021","60425",0,1
"Black or African American","75+",1,"19/2022","46320",0,1
"Black or African American","75+",1,"19/2022","46404",0,2
"Black or African American","75+",1,"19/2022","46409",0,1
"Black or African American","75+",1,"19/2022","60649",0,1
"Black or African American","75+",1,"2/2021","46312",0,1
"Black or African American","75+",1,"2/2021","46320",0,1
"Black or African American","75+",1,"2/2021","46322",0,1
"Black or African American","75+",1,"2/2021","46324",0,1
"Black or African American","75+",1,"2/2021","46368",0,1
"Black or African American","75+",1,"2/2021","46404",0,1
"Black or African American","75+",1,"2/2021","46406",0,4
"Black or African American","75+",1,"2/2021","46410",0,1
"Black or African American","75+",1,"2/2021","60417",0,1
"Black or African American","75+",1,"2/2021","60473",0,1
"Black or African American","75+",1,"2/2022","46312",0,1
"Black or African American","75+",1,"2/2022","46320",0,1
"Black or African American","75+",1,"2/2022","46404",0,2
"Black or African American","75+",1,"2/2022","46410",0,1
"Black or African American","75+",1,"2/2022","60425",0,1
"Black or African American","75+",1,"2/2022","60438",0,1
"Black or African American","75+",1,"20/2020","46323",0,1
"Black or African American","75+",1,"20/2020","46402",0,1
"Black or African American","75+",1,"20/2020","46403",0,1
"Black or African American","75+",1,"20/2020","46404",0,2
"Black or African American","75+",1,"20/2020","46409",0,1
"Black or African American","75+",1,"20/2021","46403",0,1
"Black or African American","75+",1,"20/2021","46404",0,3
"Black or African American","75+",1,"20/2021","46406",0,1
"Black or African American","75+",1,"20/2021","46407",0,1
"Black or African American","75+",1,"20/2021","46408",0,1
"Black or African American","75+",1,"20/2021","46410",0,1
"Black or African American","75+",1,"20/2021","60409",0,1
"Black or African American","75+",1,"20/2021","60617",0,1
"Black or African American","75+",1,"20/2022","46307",0,1
"Black or African American","75+",1,"20/2022","46404",0,2
"Black or African American","75+",1,"21/2020","46312",0,2
"Black or African American","75+",1,"21/2020","46320",0,1
"Black or African American","75+",1,"21/2020","46410",0,3
"Black or African American","75+",1,"21/2020","60411",0,1
"Black or African American","75+",1,"21/2021","46312",0,1
"Black or African American","75+",1,"21/2021","46320",0,2
"Black or African American","75+",1,"21/2021","46323",0,1
"Black or African American","75+",1,"21/2021","46404",0,1
"Black or African American","75+",1,"21/2021","46410",0,2
"Black or African American","75+",1,"21/2021","60409",0,1
"Black or African American","75+",1,"21/2021","60425",0,1
"Black or African American","75+",1,"21/2021","60466",0,1
"Black or African American","75+",1,"21/2022","46312",0,1
"Black or African American","75+",1,"21/2022","46322",0,1
"Black or African American","75+",1,"21/2022","46404",0,1
"Black or African American","75+",1,"21/2022","46406",0,1
"Black or African American","75+",1,"22/2020","46312",0,2
"Black or African American","75+",1,"22/2020","46408",0,1
"Black or African American","75+",1,"22/2020","60409",0,1
"Black or African American","75+",1,"22/2020","60417",0,1
"Black or African American","75+",1,"22/2020","60643",0,1
"Black or African American","75+",1,"22/2021","46401",0,1
"Black or African American","75+",1,"22/2021","46404",0,1
"Black or African American","75+",1,"22/2021","46406",0,1
"Black or African American","75+",1,"22/2021","46407",0,1
"Black or African American","75+",1,"22/2021","46410",0,1
"Black or African American","75+",1,"22/2021","60409",0,1
"Black or African American","75+",1,"22/2022","46312",0,2
"Black or African American","75+",1,"22/2022","46404",0,1
"Black or African American","75+",1,"22/2022","46410",0,2
"Black or African American","75+",1,"23/2020","46312",0,1
"Black or African American","75+",1,"23/2020","46319",0,1
"Black or African American","75+",1,"23/2020","46320",0,1
"Black or African American","75+",1,"23/2020","46322",0,1
"Black or African American","75+",1,"23/2020","46402",0,1
"Black or African American","75+",1,"23/2020","46403",0,1
"Black or African American","75+",1,"23/2020","46404",0,1
"Black or African American","75+",1,"23/2020","46407",0,2
"Black or African American","75+",1,"23/2020","46408",0,1
"Black or African American","75+",1,"23/2020","60409",0,1
"Black or African American","75+",1,"23/2020","60438",0,2
"Black or African American","75+",1,"23/2021","46312",0,2
"Black or African American","75+",1,"23/2021","46320",0,1
"Black or African American","75+",1,"23/2021","46385",0,1
"Black or African American","75+",1,"23/2021","46402",0,1
"Black or African American","75+",1,"23/2021","46406",0,1
"Black or African American","75+",1,"23/2021","46408",0,1
"Black or African American","75+",1,"23/2021","46410",0,1
"Black or African American","75+",1,"23/2021","60628",0,1
"Black or African American","75+",1,"23/2022","46320",0,1
"Black or African American","75+",1,"23/2022","46410",0,1
